Comment,Annotation
Propogenda q faila rhe ho BBC walo....ye ladki jhuth bol rhi h,Not Hatespeech
"Chandrashekhar sir ko fir se arrest kar leya.

https://youtu.be/itcQNQPYKfU",Not Hatespeech
Bharat Desh Ki Kadwi Sacchiye Hai ye...,Not Hatespeech
kitne logo se ladogi.... yeh dimagi jahil hai.... cancer hai kabhi thik nahi hoga,Hatespeech
Baudh dharm apna lo 🙏🙏,Not Hatespeech
I also faced this problem during my graduation,Not Hatespeech
iska hal ak hi he. Dharm parivartan. Sab dalito ko ak sath dharm parivartan Karna hoga.in mnuvadio ke muha par krara tamacha. Manuvad ka nasha ho.,Hatespeech
Another emerging thing : even St and Obc have start hating dalits and they themselves even don't know why,Not Hatespeech
"True, many haters don't know why are they hating",Not Hatespeech
We should have demanded a separate nation when Jinnah and Muslim league did. Our leaders were full of patriotism and decided not to leave India and opposed partition if we had demanded a separate state hating us should have made sense but the society hates us for no reason. We need to get it now. We have all the reasons needed to separate from India. We should try as well.,Not Hatespeech
Feeling so sad,Not Hatespeech
"""Divide and Rule"" ...... pehle British raj ne Indians ko divide kar rule kiya . Ab BBC dwara ye kaam kiya ja raha hai.... Logon ke dimag me yeh zahar ghola ja raha hau... Bharat tere tukade honge Inshallah Inshallah....

Thanks you",Hatespeech
Reservation choriye sab khatam ho jayega,Not Hatespeech
Ye pkka kisi  BBC anchor ki jaativadi Friend h. Ise to politics join krni chaahiye🤣🤣,Not Hatespeech
Fuck a cast system,Hatespeech
Jhoot bol rahi hai,Not Hatespeech
Try to play Victim card.......Even She did not get marry to Dalit,Not Hatespeech
Arakshan virodhi kehte hai ki america me caste system nhi hota isliye wo itne aage hai....Nhi wo isliye aage hai qki waha insan ko insan smjha jata hai...Usko uske kaam se pehchana jata hai....Isliye wo develop hai,Not Hatespeech
"Pure India ke Pakistan all ghair muslim 

Ham subka bhagwan ek hi hai allah 

Allah hi hamare bhagwan hai 

Ek bhagwan 

Har admi ka mind dimak alak alak hai agar 2 ..3  bhagwan hote to pura duniya taba ho jati thi modi amit shah alak alak faisla karte to bhagwan ek hi hai allah",Not Hatespeech
they do like this because they afraid of you as you belong to the family of DR. B R AMBEDKAR..,Not Hatespeech
Muslim ban jao sb ek h,Not Hatespeech
"I am from Tamil Nadu. Daliths first understand one thing.  Why this bramins and upper caste Hindus discriminate daliths ? Because daliths didn't accept sanadan .  Sanadan dharm means bramins born from Brahma's head, Kshatriyas from shoulders,vishyas from thighs, Sudras from feet. But this bramins and upper caste Hindus accept sanadan.  So be strong in your stand.  Don't go behind this bramins and beg for equality.  They won't    First stop going to temple . Daliths build their own temple and appoint a dalith as poojari. Slowly form a separate government.  This is the only way for daliths to get rid off all this social evils.",Not Hatespeech
"We want to sc st obc land not need upper caste
Go arya from india",Hatespeech
But why u wrote thakur surname,Not Hatespeech
​ thakur hi hai सहानभूति de Raha hai 😂😂,Not Hatespeech
If untouchability is still alive then it means people in Hinduism/Indian still eat shit. I am sorry if I am offended but it’s truth and deal with it. Solve the problem.,Hatespeech
Hamare gujarat me kuch ni h pro ku q meri wife dalit h,Not Hatespeech
Dalito Hatyar Uttalo,Hatespeech
"She is a real Hindu, she is brave, she fighting for his rights, not other one, who convert",Not Hatespeech
"aur app jhut bolna bandh ki jeya hamaare yaha.. higher cast sa pahala sc, st, obc ko government job milta ha...",Not Hatespeech
dalit ko reservation kyu chahiya???,Not Hatespeech
Dalit hmare barab aur Bhai bahan h general....,Not Hatespeech
Jay bhim Namo buddhay 🌹,Not Hatespeech
Meena kotwal ko  dalit hone ke karan BBC se nikala gya iske baare me BBC hindi kuch bataye ki sharm aa rha #hypocrite,Not Hatespeech
Yeh baat ne peesha mera canada mein bhi nhi shoda sala maut manzoor hein essey tum log maronge salo mein jo torture seh rha hun tum log v bhugto ge,Hatespeech
You are great,Not Hatespeech
You are right sister,Not Hatespeech
Jab arakshan hai chmar julah hi bola jaaga 😂😂😂,Hatespeech
Indian's chuiya mentality,Hatespeech
BBC mein to khud castism hai.,Not Hatespeech
First of all me sabhi se ye bolna chahata hu ki kabhi bhi kisi se apni cast mat chupao bta do usi ki hamari ye cast hai. Agar vo cast ke system Ko nhi manta to vo apse baat krga or agar vo apse baat nhi krga to ap Mar thodi jaouge ya vo apke Ghar me rashan dega,Not Hatespeech
jaisay hindu muslim ke nahi bante .....use tarha say baree jaat kay log dalito kay saath bahut kharaab bartawa kartay hain ..jab white skin peopel kahtay hain main bhe aap ke tarhaa ho ...,Not Hatespeech
"15% Brahmins ne 85% indian public ko apna gulam banaya hua ha. Kb tk zulm bardasht krty rhy gy. 
Fuck these type of Brahmins",Hatespeech
हुम् से अच्छा आदिवासी है जो कि क्रिस्चियन हो गए है लेकिन हम लोग sc ही राह गए है,Not Hatespeech
Bramhadwadi broadcast company stand for BBC,Not Hatespeech
Meena kotwal to isi  news channel PR job krti  thi. Meena kotwal ko bhi Sc hone ke  wajah se yh Channel chorna pda.,Not Hatespeech
"Shame on Bbchindi that while they published this story , the only #Dalit journalist of this organization was tortured almost to death every moment of her life by her #Brahminist colleagues of hers. #BrahminBroadcastCorporation.",Hatespeech
Even I lost my father due 2 discrimination in his government ragistry department he fought his whole life against cast discrimination but lastly wo har gaye aur chod iss duniya ko😡😡😡😡😡😡😡😡😡😡😡 per waha sirf logo ko yahi laga ki wo heart attack tha per reality sab jaan ke bhi ansuna kar diya,Not Hatespeech
भोसड़ी केे BBC,Hatespeech
in which state all that is happening? Maine toh kahin bhi nhi dekha...,Not Hatespeech
"Dont worry Sister there are some morons who do that , You will surely find People who judge you by your talents and not on caste.",Not Hatespeech
Good job Dear I Am proud of you,Not Hatespeech
Meena kotwal ka bhi intrview lo uska kio ni karte,Not Hatespeech
"All India news channel same situation like BBC, No dalit people is working there, only one caste people there",Not Hatespeech
BBC ALSO DISCRIMINATE BETWEEN PEOPLE AND THEIR CASTE .. BEST EXAMPLE MEENA KOTEWAL. ALL BHUJAAN PEOPLE SHOULD BE BOYCUTT BBC NETWORK,Hatespeech
Truly shameful. She seems like a bright motivated professional. I am sure she will succeed despite some idiots and their hangups. Cheers.,Not Hatespeech
When you have not taken benafit of reservstion then why are you supporting it. Is it not double standerd. Or are you lying snd playing dalit card ?,Not Hatespeech
"बीबीसी भी तो यही कर रहा है दलितो के साथ,संदर्भ -मीना कोतवाल",Not Hatespeech
Bastard BBC .. You are a casteist channel too.. Look within and cleanse it,Hatespeech
Look who is covering the news BBC which Terminate his female employee because she is from SC caste. Hipocrisy ke b koi seema hote h.….,Not Hatespeech
I am 62 years and I never recognized in school college job or in  business who is SC or ST in Delhi.  BBC is not right channel to go for such a interviews.  Upper cste people also sacrifices jobs for SC after idependence and SC s failed to do the same for poor Scs . It is very easy to blame others.,Not Hatespeech
In madrchod brahmanbaadiyo ke sath jati hi kyu ho apna kch nayaa kro samaaj ke liye,Hatespeech
Jay bhim BHIM ARMY,Not Hatespeech
"You are sooo beautifull madam, i donot know why this happen in this country, Dalits are Briliant people, they must be respected.
There is no one infreior or supperior by birth.",Not Hatespeech
Baat Kon Kar raha wo BBC Jo khud bhed bhav karte hai lol shame on you BBC fuck you I'm gonna unsubscribe your channel...,Hatespeech
I'm facing same issues.,Not Hatespeech
"Abolish caste system by bringing resolution to the parliament and made strict laws which punishes discrimination on the basis of this in any spheres of public life, even in matrimonial advertisements.",Not Hatespeech
Ye to galat hua aapke sath ...😤😤😤😤,Not Hatespeech
"क्या बकवास है, मेरे साथी सभी वर्ग से है सबके साथ रहते है भोजन करते है एक साथ रहते है,कुछ मामले को दिखा कर नफरत मत्त पैदा करो",Not Hatespeech
I belongs to unreserved category (general category)  but i hate any kind of caste based discriminations.....,Not Hatespeech
Indian funny calture,Not Hatespeech
Acchi acting hai sister,Not Hatespeech
Sahi he jab pata chal jata he tab isolation hi dimag me aata he.,Not Hatespeech
"Dharam badal kai reservations kaha milega, 
Uskai khatir hi toa hum dalit h!",Not Hatespeech
"Guruya de name teri shop khol rakhi kehna nahi mande
Jis karke insaniyat nahi",Hatespeech
I wanna Split on those mother fuckers graves..,Hatespeech
really many mother fuckers things they're Superior than other but fortunately we have constitution of India...,Hatespeech
Hinduo ma zaat paat ka rula buhat hai.,Not Hatespeech
4.5 percent brahmano ne kabza kar raka hai is ko hi kehte hai politics,Not Hatespeech
Hindustan aur Pakistan main 1947 ke baat jat pat ka bohat bada fraud howa hai,Not Hatespeech
Hemai hindi dharm chode dena chahiye,Not Hatespeech
अभि लाेग छाेटि साेचका हे फरन मे देखलाे जातपातकि काेहि नहिकरता बात ऐ  क्यु हाेति हे मे भि ब्राह्मण परिवार से हु हे कुछ लाेग हे  छाेटि साेचके,Not Hatespeech
